JournalId,Issn,NormalizedName,num_journal_publication,num_journal_author,num_journal_affiliation,journal_year_first_publish,journal_avg_hindex,journal_avg_first_author_hindex,journal_avg_last_author_hindex,journal_avg_middle_author_hindex,total_num_journal_reference,total_num_journal_cited,journal_paper_reference_num,journal_paper_cited_num,journal_journal_reference_num,journal_journal_cited_num,journal_num_author_referenced,journal_num_author_cited,journal_num_affiliation_referenced,journal_num_affiliation_cited,journal_num_journal_self_reference,journal_num_author_self_reference,journal_num_affiliation_self_reference,journal_num_journal_self_cited,journal_num_author_self_cited,journal_num_affiliation_self_cited
70176213,0143-3369,international journal of vehicle design,2236,1804,1804,1979,6.346815760181491,5.057142857142857,4.601967799642218,4.406244936537942,9794,16205,8306,13387,905,1505,16584,29378,1406,2396,177,348,283,256,613,463
43904559,0387-7973,the japanese journal of experimental social psychology,765,764,764,1967,3.2030465949820788,2.4642857142857144,1.0888888888888888,1.3352941176470587,9714,1378,7100,1176,676,408,9652,2464,996,655,68,74,43,75,73,43
203731762,1088-1980,journal of industrial ecology,2090,3540,3540,1997,10.771807276140434,7.991565629942014,13.308133971291866,10.342726239152007,51373,73717,29581,41037,3254,3489,59719,81948,3887,4780,1425,1350,1121,1423,1259,1014
47715536,1673-1581,journal of zhejiang university science b,2104,8818,8818,2005,6.52715953277446,4.080030487804878,7.620722433460076,3.461852994014357,69267,35134,64703,33663,6168,6062,272156,149838,5676,5441,607,948,1165,699,777,977
126354654,1363-0539,journal of financial services marketing,587,908,908,1997,6.032656695156695,5.167088607594937,4.114139693356048,6.170162601626016,17726,9337,12457,7160,1588,1259,18198,13256,2051,2037,233,235,187,280,175,130
152428769,1472-586X,visual studies,1052,749,749,1986,4.99702380952381,4.8470363288718925,2.428707224334601,6.741975308641975,11458,10137,9110,7473,1784,1784,11345,11991,1133,1536,216,201,26,210,151,24
12357247,1472-5843,african identities,576,566,566,2003,3.263881520778073,3.0286532951289398,2.0381944444444446,3.46,9787,2241,8653,2040,1735,579,10280,2684,1008,578,73,136,137,72,108,104
96107623,0928-1045,journal of computer aided materials design,309,676,676,1993,11.666250875350142,8.659192825112108,13.864077669902912,7.23799485538616,6637,4935,5503,4498,609,776,9974,9880,785,1246,44,220,209,48,167,162
2502518375,0718-9508,journal of soil science and plant nutrition,1242,4073,4073,1992,10.357021426931226,5.47481243301179,12.307568438003221,8.192168770733389,46926,13410,36972,11059,2676,1347,101122,40632,3881,2717,567,741,736,575,542,545
98741722,0003-5033,annee psychologique,3361,894,894,1894,4.963042020086722,4.306406685236769,2.4626599226420707,4.14721599288958,16879,12797,14499,9937,1278,1495,22139,16271,1590,1487,327,315,52,428,495,52
96346590,1478-9450,expert review of proteomics,1303,3586,3586,2004,19.05784246354953,12.97975352112676,25.669224865694552,14.7011148415037,105079,26816,77968,22971,4172,3048,295491,93364,5282,3894,507,1089,1004,486,802,726
2765079158,1884-2127,journal of the ceramic association japan,2965,169,169,1895,2.339243391066545,2.0905405405405406,0.7139966273187184,0.7689854299928927,128,5271,112,4433,34,607,199,10505,19,1062,1,2,1,2,198,17
70934194,1738-5261,ocean science journal,782,2156,2156,2002,7.129584705304682,5.143859649122807,7.474424552429667,5.252932132831326,23437,4717,19963,4166,1866,766,50149,14752,2623,1535,148,458,363,135,328,229
3023194151,1862-5002,journal of childhood and adolescence research,736,436,436,2001,5.280367086090322,5.313888888888889,2.7676630434782608,3.209072011131507,4945,1725,4522,1400,841,222,7565,2195,803,303,43,95,4,48,105,4
2734945283,2058-7430,global summitry,42,54,54,2015,12.247619047619049,11.625,8.833333333333334,6.0,976,150,890,124,203,44,1238,152,232,96,8,20,13,8,13,15
171282171,0168-6496,fems microbiology ecology,4897,15771,15771,1800,13.384389827628503,5.979272224781207,20.723095772922196,11.952425997569023,255347,240534,130227,144450,4526,5194,278559,334859,6269,7244,3354,4487,4277,3028,4075,3875
32545583,1475-9861,practice development in health care,216,276,276,2002,3.9300524934383194,4.644859813084112,1.4675925925925926,1.8525641025641024,1743,854,1341,594,349,193,2681,1420,412,331,47,49,47,65,53,46
53115889,0025-1003,journal of the international phonetic association,904,702,702,1971,6.645307692307694,6.480645161290322,4.592920353982301,5.4816666666666665,13042,7745,7901,5238,541,492,8307,6335,762,966,293,296,202,309,240,201
135796719,1757-5850,international journal of mathematics in operational research,649,383,383,2009,6.689838129496403,6.041850220264317,5.340523882896764,5.23021582733813,5018,1938,4296,1515,631,355,6619,2711,1341,777,84,116,103,110,188,175
2765045378,1444-5921,pacific rim property research journal,423,472,472,2000,4.5312254901960785,4.227722772277228,3.286052009456265,3.881067961165049,7833,2509,5970,1707,1048,376,8803,2764,1268,606,147,168,116,152,159,86
122098352,2040-3607,international journal of mathematical modelling and numerical optimisation,224,197,197,2009,7.616580756013745,6.189873417721519,6.607142857142857,6.601562500000001,1789,2621,1698,2581,528,654,3062,5721,766,1319,8,47,40,7,72,64
117351501,1755-2273,learning and teaching,254,131,131,2008,6.497633136094674,6.105633802816901,3.8858267716535435,3.148039215686275,1644,755,1562,672,539,270,2434,1185,499,402,16,30,11,21,47,9
62375027,0952-1895,governance,2015,1281,1281,1988,8.275238521168758,8.187956204379562,4.513151364764268,7.512334887334887,25058,38695,18498,29203,1836,2804,19321,34703,1695,3009,443,552,473,451,513,459
2738061170,1911-0146,intersections,771,246,246,1996,3.3556047197640115,3.288557213930348,0.9066147859922179,1.8562091503267972,2304,570,2138,529,454,215,2581,822,355,267,9,22,13,10,44,22
93285647,1081-0706,annual review of cell and developmental biology,694,1318,1318,1987,27.3271878072763,19.624808575803982,37.195965417867434,11.71860875706215,88418,189966,73052,172468,1985,5838,191880,515123,3094,6480,244,582,541,234,595,581
997569005,1196-1198,theatre research in canada recherches theatrales au canada,879,57,57,1980,2.4611581920903958,2.415929203539823,0.6075085324232082,0.3409090909090909,204,473,202,383,64,112,235,441,40,108,14,3,3,17,21,17
1010384503,0399-0826,annales de bretagne et des pays de l ouest,4815,256,256,1902,1.6662162162162162,1.6611111111111112,0.4232606438213915,0.9437301587301589,538,1777,464,1339,25,302,438,1750,10,248,183,63,0,209,69,4
106623195,1738-2297,entomological research,1053,2113,2113,1970,6.0973546002423,4.236151603498542,6.754985754985755,3.9318113765482217,20384,4937,17035,4150,2440,952,48408,13882,2841,1700,234,471,452,231,378,360
100687168,1687-9449,international journal of spectroscopy,178,623,623,1989,7.839004329004329,5.943661971830986,9.061797752808989,5.444382255389717,5446,1613,5185,1590,1075,631,15526,6342,1650,1210,7,130,126,8,84,78
2764585011,2350-8582,journal of universal college of medical sciences,325,219,219,2013,3.1647222222222213,2.478723404255319,0.7692307692307693,1.1035550458715595,808,128,804,126,454,88,3168,605,471,150,0,3,6,0,3,3
961346517,1527-6562,dean and provost,312,0,0,2014,1.9357798165137614,1.8990825688073394,0.6794871794871795,0.0,0,43,0,38,0,17,0,76,0,33,0,0,0,0,0,0
2764871768,0010-4159,comparative politics,1380,686,686,1968,5.276033822706176,4.885964912280702,3.1007246376811595,5.280197884771054,6081,46532,5145,35263,588,2772,5354,34912,525,2843,121,130,9,125,423,22
2736803843,1898-4509,securitologia,130,43,43,2013,1.6842105263157894,1.4705882352941178,0.18461538461538463,0.5714285714285714,158,61,154,58,38,20,252,119,35,34,0,0,0,0,4,2
2764485006,1440-0669,humanities research,1539,950,950,1961,4.5852478418267895,4.513238289205702,1.4684860298895386,2.8172077922077925,14368,2030,13202,1808,2895,741,19120,3373,1727,801,85,150,38,108,82,23
68030844,1326-0219,journal of iberian and latin american research,618,125,125,1995,2.9977820025348545,3.0199203187250996,1.2006472491909386,2.3157894736842106,554,608,538,544,142,217,660,692,101,242,1,6,5,1,34,22
13630819,1344-0241,orthodontic waves,512,984,984,1998,7.256119912695998,4.180672268907563,10.4453125,4.179880012341036,7990,1115,6493,993,964,323,17694,3531,1264,535,53,147,148,50,91,88
1003953879,1330-3651,tehnicki vjesnik technical gazette,2531,3384,3384,1994,4.079156615485849,3.393976644130301,2.963255630185697,3.147130254979689,17207,6880,16103,6032,2881,1255,38163,16963,3185,2022,294,540,452,315,561,503
2764488043,2252-8822,international journal of evaluation and research in education,703,705,705,2012,3.082108698180127,2.82972972972973,2.0796586059743953,2.3349071451054444,4670,824,4491,761,1439,236,9682,2062,1502,367,30,57,39,46,52,42
125600968,0890-8524,journal of production agriculture,1588,2188,2188,1988,3.0805103812358277,2.9003322259136213,1.1605793450881612,1.7144787227472054,11420,22055,8077,15587,483,1316,16552,34801,466,1795,362,334,218,358,380,302
2898482962,0439-5689,hormigon y acero,1184,338,338,1952,3.7393470790378,3.7032967032967035,1.004222972972973,1.365120653270942,1173,503,1007,335,160,81,2013,821,311,126,56,68,38,69,55,15
158039710,1062-2551,journal for healthcare quality,2033,3663,3663,1980,7.173441010910848,5.640557939914163,4.736350221347762,5.248843495611555,15010,14239,13092,13207,1902,2816,41950,43127,2223,3053,225,343,178,248,300,164
2738269101,1412-033X,biodiversitas,2939,5784,5784,1970,3.947744701499644,2.86729301233118,3.3841442667574007,3.0640436372442235,38517,5150,33517,4158,4334,874,106504,14539,4775,1473,605,877,776,635,638,605
2736765864,2178-1974,design e tecnologia,182,123,123,2010,2.757004830917875,1.8444444444444446,1.8956043956043955,1.9837164750957852,474,111,458,107,125,26,1016,351,260,51,2,5,5,2,7,7
2764394085,2250-0685,journal of orthopaedic case reports,1244,2212,2212,2011,5.9938940092165875,4.516579406631763,4.158360128617363,2.7836221542643553,8334,1435,7733,1303,1119,436,26448,5828,1719,871,58,36,33,67,42,21
190624668,0388-7014,japanese journal of sport psychology,106,120,120,2000,4.255864197530864,3.0833333333333335,2.2264150943396226,1.5518518518518518,1104,80,999,72,312,32,2134,185,481,61,6,10,10,7,9,7
86415907,0567-8315,acta veterinaria beograd,1343,3458,3458,1951,3.6860911224192465,3.130653266331658,2.314221891288161,1.8483036534172894,21008,3928,19101,3370,2915,900,68393,13230,2883,1214,287,329,112,322,316,58
20156614,1789-3437,periodica polytechnica architecture,472,82,82,1968,3.254711779448622,3.2916666666666665,0.559322033898305,3.5728070175438593,262,282,236,230,95,97,452,532,108,133,17,11,3,24,31,18
2764382053,1389-2827,pharmaceuticals policy and law,1715,7660,7660,1999,14.60015400655416,8.98696319018405,17.34985422740525,12.397979502407091,102063,10591,94866,9948,6166,2342,418584,49338,6986,3488,172,1168,1105,213,539,502
43354291,1741-5659,interactive technology and smart education,406,980,980,2004,5.756414617128902,5.181538461538461,5.433497536945813,4.088877043354655,10500,2773,9286,2570,1795,596,18364,5930,2249,1211,58,213,124,85,140,88
2754195184,0301-0481,zeitschrift fur hautkrankheiten,3742,139,139,1973,5.152713178294572,3.7167832167832167,0.5189738107963656,0.5711444906075781,1645,3860,1590,3296,376,789,5631,9506,542,940,2,14,17,4,53,13
94052278,1434-6044,european physical journal c,18147,86245,86245,1979,13.784471403773,13.301858296670826,12.63150934038684,14.716702098230815,637299,389671,187927,140398,1426,1684,357620,266643,3940,3996,10935,12092,12344,10394,10757,10729
105274904,1366-6169,arabic & middle eastern literature,59,41,41,1998,2.2,2.2,0.3728813559322034,0.0,270,48,263,46,61,25,313,50,23,16,1,7,3,2,0,0
2764667334,0976-6006,world journal of dentistry,861,2463,2463,2010,4.151988424732107,4.21505376344086,1.653890824622532,2.0059589947089953,20467,956,14591,881,2209,338,43154,3324,2232,469,31,95,13,27,39,0
404567,0962-2799,reproductive medicine review,132,184,184,1992,11.982118055555558,9.621951219512194,10.984848484848484,5.456679894179895,7758,1100,6937,1048,599,323,19467,3033,920,478,10,55,56,10,46,53
60902712,0892-6794,ethics & international affairs,1245,530,530,1987,9.24738748367177,9.19874213836478,5.940562248995984,4.66,8191,11591,6620,8476,827,1381,7342,9593,790,1429,157,259,37,182,166,55
2764546608,1015-6046,psychology in society,218,107,107,1941,5.966457023060796,5.9391891891891895,4.371559633027523,3.05,2063,585,1886,516,535,192,2608,788,452,208,7,34,35,17,35,34
2764446935,2545-4447,journal of agriculture and plant sciences,243,40,40,1991,2.34462962962963,2.047244094488189,1.4609053497942386,1.5944264069264071,109,38,109,36,60,21,349,137,77,26,1,3,0,1,4,0
45882807,1573-3947,current cancer therapy reviews,490,431,431,1969,12.915549548444613,8.931034482758621,12.287755102040816,8.74549544625508,9763,1419,9560,1393,1780,659,49141,6516,2219,1029,5,64,36,4,95,28
996765106,0972-0073,the anthropologist,1695,2355,2355,1982,2.8704388017249283,2.798223350253807,1.3557522123893806,1.6012104283054005,22786,5137,20282,4626,3927,1538,40249,11395,2993,1796,217,234,240,240,188,209
91943596,0066-4200,annual review of information science and technology,95,136,136,2005,12.72879330943847,13.197802197802197,11.957894736842105,8.878306878306878,10400,9352,9109,8597,1302,1506,12503,15478,1311,2159,54,74,74,53,56,62
145562787,1573-4048,current women s health reviews,623,541,541,1969,9.296991413453114,8.348387096774193,7.051364365971107,4.96744021194658,8600,1481,8205,1405,1814,653,29604,5371,2071,960,10,52,35,13,77,25
2737535994,0186-1042,contaduria y administracion,1639,1117,1117,1983,2.9560164424514213,2.73342939481268,1.3496034167175106,1.9172536756638137,16651,2809,13814,2482,2125,574,23202,5916,2431,832,117,153,157,120,112,136
168252155,1661-7800,neonatology,5799,8231,8231,1959,9.874930126581244,7.274472687939427,9.590963959303329,6.147097087633712,65464,98143,46097,70010,3014,5205,135950,192001,3269,4903,1298,1581,1301,1375,2275,1551
2764830807,0025-5572,the mathematical gazette,18140,1494,1494,1894,4.407004765758475,4.433267771846024,0.8600882028665932,1.8683970856102006,6128,29089,4508,27099,464,3045,4778,37756,644,3295,1039,304,87,1085,284,83
171424506,0963-8180,european accounting review,1151,1539,1539,1989,6.665277130075827,6.540256709451575,5.174630755864466,7.110059009194455,37664,41584,21686,24270,1469,1821,22391,30182,1770,2746,561,534,431,607,485,374
27391030,0003-0139,journal of the american musicological society,3302,812,812,1948,2.145216815623966,2.0867768595041323,0.6562689279224713,0.7707832665776589,16647,9422,12533,5300,891,550,14171,5416,545,622,391,182,9,437,151,2
133947007,1533-4880,journal of nanoscience and nanotechnology,21343,2871,2871,2001,10.20943231344603,5.9154456073580715,13.425900763716442,7.007793402379468,3104,155708,2845,128849,749,4977,9596,373798,1034,6935,19,77,49,41,8042,5873
152476886,0003-2719,analytical letters,9957,24544,24544,1967,6.352288325838074,4.412693298969073,6.336547152756855,3.7941901247752297,187273,98832,140639,74014,5757,3879,330185,177353,6535,5640,3132,4671,3974,3294,4174,3513
115598842,0974-9284,india quarterly a journal of international affairs,3225,495,495,1954,2.5608280254777074,2.4785478547854787,0.23007751937984497,0.5942028985507246,4242,1322,3999,1169,760,431,4717,1804,683,525,39,48,21,46,35,16
316438,0306-0012,chemical society reviews,5703,14111,14111,1972,22.267399555530186,14.127849544072948,33.25004383657724,17.993443927861062,725092,1327912,496785,784087,5982,6576,932744,1355294,8297,9385,3224,4749,4428,3476,4898,4410
44090634,1367-6261,journal of youth studies,1319,2268,2268,1998,7.087961363662298,6.169398907103825,6.733131159969674,7.601797862001941,45898,28716,32049,19167,3475,2895,43131,30827,2514,2662,845,798,644,707,694,550
113298455,1328-8067,pediatrics international,8636,22840,22840,1948,7.1946483725658315,5.153356481481482,8.25382121352478,4.573829420302962,106032,59971,90349,53605,4776,6224,309510,205941,4751,5282,1287,2137,2066,1205,1540,1473
179039853,0033-4006,publizistik,2041,532,532,1982,4.820585454108181,4.717282717282718,2.3067123958843703,3.1785238095238095,12684,3461,9239,2383,886,254,11063,2738,1000,349,222,201,121,230,150,117
2754333470,0386-846X,journal of pharmacobio dynamics,3146,3368,3368,1978,4.730797336661126,3.708183632734531,6.011443102352193,2.7149334654830186,25527,19910,18557,16503,1050,2310,42656,50827,1035,2533,795,1274,310,663,1057,252
186480540,0033-3123,psychometrika,4279,3027,3027,1936,7.295128769224559,6.484839476813318,6.324842252862818,9.812396438250095,77253,284099,34474,182492,1921,11948,37489,340015,2026,9443,2909,2108,1761,2473,1989,1825
204960070,1479-540X,international journal of nuclear knowledge management,193,186,186,2004,5.10968660968661,4.591836734693878,3.2176165803108807,3.660784313725491,1116,340,1041,295,271,110,1922,671,401,183,18,39,31,28,32,23
2764923638,2190-6815,biomass conversion and biorefinery,1989,7425,7425,2011,10.575613556263711,5.541717791411043,14.785319255907492,9.005821368958449,101864,9584,73322,7209,4256,757,189535,24148,5870,2339,762,1539,1464,821,793,745
2764411772,1473-2971,journal of wetland archaeology,148,231,231,2001,5.194759450171821,5.3522727272727275,2.8378378378378377,4.03003663003663,1989,566,1682,436,350,125,3296,1069,461,259,49,55,26,53,41,20
104737098,1369-4332,advances in structural engineering,2499,5648,5648,1997,8.042464202711193,5.538888888888889,7.278111244497799,6.297724957099957,48873,18016,34417,14407,1603,884,52334,28920,2765,1999,822,1492,1539,955,1110,1238
27514580,0012-4273,dix septieme siecle,1058,35,35,1975,2.355691056910569,2.370212765957447,0.5198487712665406,0.75,62,216,61,183,28,72,70,202,8,67,0,0,0,0,5,0
2738802876,2074-2967,south asian journal of management sciences,69,79,79,2014,5.010377358490567,6.5813953488372094,2.420289855072464,3.0205128205128204,1024,74,987,74,420,40,2075,224,625,59,3,10,0,3,9,0
155225502,0271-2091,international journal for numerical methods in fluids,5687,9056,9056,1981,7.538591172216433,5.227908078654347,7.846316159662388,7.252973096014332,129389,139907,57423,86484,2066,3008,71094,117407,3043,4514,3547,3850,3694,2937,3687,3610
67329160,1035-7718,australian journal of international affairs,1756,1135,1135,1947,5.389007470651014,5.284928492849285,2.7995444191343966,5.56798245614035,18560,8269,15360,6480,1515,1166,15905,7352,1200,1274,374,373,161,422,255,119
18727733,1471-678X,ima journal of management mathematics,820,746,746,1986,7.901499252183144,7.131849315068493,6.348780487804878,6.201730959446094,9120,8822,7951,7263,1127,1310,12865,13094,1860,2101,183,236,217,284,371,281
144146645,1367-9430,animal conservation,1662,5029,5029,1998,12.790071942634784,8.703125,17.166666666666668,10.547369547612599,60297,50691,39526,36986,2015,1982,72997,83913,3461,4043,923,1353,1333,772,1158,1179
87240457,0001-5970,acta mechanica,6691,8951,8951,1965,8.042804440643941,6.561994034938219,6.947242564639067,7.569422398589064,149256,91276,88735,65363,3026,2699,115998,88465,4141,4194,3205,3886,4116,3135,3300,3495
13265631,0887-6177,archives of clinical neuropsychology,7696,6307,6307,1986,12.19366640417187,7.946360153256705,8.486616424116423,5.205940572264146,79155,77568,43410,46809,2876,4012,97975,127957,3527,4682,1472,1595,1446,1351,1422,1244
2764755297,1016-2283,the journal of english language and literature,1962,444,444,1987,3.185374149659864,3.7928571428571427,0.2889908256880734,0.41847826086956524,2529,367,2380,353,555,158,2918,547,394,160,1,13,7,1,11,5
19799837,1687-9309,advances in meteorology,1405,4589,4589,2009,8.707116171711085,5.960960960960961,7.502491103202847,7.061159065388976,46892,13518,34479,11506,2202,1137,72638,38715,3608,2988,340,848,601,337,702,419
160402206,0748-8386,stress medicine,809,1113,1113,1985,6.920724243616806,6.542592592592593,4.600741656365884,4.465973498850211,10884,10770,8737,9422,1123,2318,18634,22482,1035,2317,145,277,249,141,258,233
2764731291,2156-8553,agricultural sciences,1534,3429,3429,1989,6.446029934951155,5.28974358974359,4.78748370273794,3.8090837898581245,22291,6141,20321,5964,2888,1421,58969,23792,2936,2219,59,433,167,59,313,105
129774924,0952-8873,journal of environmental law,885,14,14,1989,4.080242192479287,4.125,2.3559322033898304,2.770833333333333,60,4606,60,3674,33,873,91,7292,37,1301,1,2,0,1,110,56
200913412,1355-2600,journal of sexual aggression,560,1015,1015,1994,8.832100953019491,6.907651715039578,7.5928571428571425,7.32360244526995,18779,8072,11186,4983,1492,763,17632,7921,1572,1174,289,340,274,279,255,220
122509743,0376-8929,environmental conservation,4641,3848,3848,1974,7.223218253961727,6.350265352539803,4.758457229045464,7.76946047684968,48831,75121,37492,61139,2883,4151,68801,137443,3328,5460,917,1072,894,928,1122,991
15274312,0272-6343,electromagnetics,1493,2561,2561,1981,6.9587018599984605,5.077079107505071,6.508372404554588,5.053351521164021,21134,11168,15322,9436,878,840,25308,15859,1784,1745,335,760,622,364,622,487
187579785,0886-0440,journal of cardiac surgery,6346,19058,19058,1986,9.552084207183935,6.599537037037037,10.834856602584304,6.062578171976713,89718,49224,60661,39197,2895,3266,184306,123855,3576,3358,1783,1744,1731,1662,1130,1115
2765052837,0966-0356,scottish affairs,1446,647,647,1988,7.8349831521393645,7.723287671232876,4.023513139695712,5.859555555555556,7314,2897,6061,2078,1115,543,7537,2387,660,395,253,251,46,296,188,47
49731288,0177-5103,diseases of aquatic organisms,4155,8619,8619,1985,8.39386228821637,5.7877648667122354,9.570156438026475,5.9052837941950775,71997,116844,37349,46813,2665,2548,84646,106874,3331,4244,2042,1997,1573,2290,2686,1998
137192870,0012-155X,development and change,2314,1875,1875,1970,6.592910598705502,6.592777085927771,4.506050129645636,8.004411764705882,39350,67462,30557,51857,2642,4431,35390,70527,2368,4318,772,826,293,804,783,402
33456383,0021-8790,journal of animal ecology,7146,11489,11489,1932,11.653393991467938,7.576106022217891,12.514973411698852,12.413232589896849,235719,450247,118291,259409,3122,5935,161524,363928,4568,7368,4673,4163,3070,4148,4084,2802
889322,1353-3312,international peacekeeping,1073,517,517,1994,5.237850188754221,5.114942528735632,3.4212488350419386,4.606424825174826,9468,12450,6909,6875,876,916,7157,7462,831,1131,238,168,96,382,247,75
2765067391,1537-1506,chinese business review,363,247,247,2006,3.759385113268608,3.3214285714285716,0.6556473829201102,1.5174418604651163,2013,222,1981,219,671,118,3717,621,890,223,0,16,4,0,10,3
2764513707,2159-676X,qualitative research in sport exercise and health,480,926,926,2011,10.33848951973952,7.025700934579439,12.229166666666666,11.267456896551723,22064,6728,15009,4919,2366,1044,24356,10646,2060,1379,277,383,383,274,286,289
36068028,0022-815X,japan tappi journal,6249,1088,1088,1947,3.5376149261302383,3.291462217860648,0.8134101456232997,1.0324820915217492,1845,2492,1555,1987,338,521,3776,5281,364,765,170,118,27,237,145,63
17780056,1598-2629,immune network,808,2469,2469,2001,10.903379348402721,6.945454545454545,14.886138613861386,6.594050510234086,30936,8794,27017,8316,2226,1922,122490,45502,3144,2733,140,501,494,173,300,315
171999549,0747-9239,seismic instruments,541,835,835,1989,3.6687717904585386,3.723287671232877,2.288354898336414,2.3076668761346184,4868,1712,3159,863,370,147,7207,2055,752,252,277,287,354,295,251,308
99707617,0148-4419,southern journal of applied forestry,1341,423,423,1977,3.929542473769168,3.423562412342216,2.325130499627144,3.2089788732394355,2758,15687,2346,8992,294,866,4259,16772,358,1344,125,122,87,242,465,494
112560388,0002-8533,argumentation and advocacy,869,666,666,1970,4.318012820512821,4.497959183673469,2.0126582278481013,3.9220588235294116,8748,5696,6305,3785,1104,730,7395,4723,876,910,265,176,156,320,165,118
2898338117,1002-0071,progress in natural science materials international,1083,4543,4543,1991,12.578171148746375,6.525925925925926,18.742382271468145,8.38929197371189,34266,18902,30706,17859,1793,1503,93683,67549,3530,3568,196,748,790,273,507,581
28915510,0889-7204,progress in cardiovascular nursing,666,577,577,1987,6.062117584463953,4.261904761904762,3.509009009009009,4.391822562358278,6450,6143,5616,5477,849,1455,20138,17426,1190,1907,51,94,105,53,84,84
192806854,0743-3808,behavior research methods instruments & computers,1971,3017,3017,1984,5.738575539094274,5.325596389426177,4.820395738203957,4.200766041702995,26165,79668,18369,68645,1674,6065,26151,136951,1532,5766,940,956,883,1028,1042,989
3234473,1753-5069,urban research & practice,494,617,617,2008,5.954883512544803,5.514367816091954,4.064777327935222,6.821286848072562,9923,3844,8411,3339,1372,699,11271,6363,1362,1189,90,197,183,105,152,144
123849394,1440-6381,australasian journal on ageing,2482,3861,3861,1982,11.109942094469584,8.80575980392157,10.11361804995971,9.309846315611113,26292,15746,21377,12604,2829,2418,59716,34342,3099,2830,629,791,773,752,643,625
2357814,1671-9433,journal of marine science and application,1053,2349,2349,2002,5.617497822299654,4.461176470588235,3.617283950617284,2.541216216216216,16173,4264,13764,3830,1599,761,26971,10341,2144,1174,172,338,450,216,227,330
11690159,0129-1564,international journal of high speed electronics and systems,1030,2457,2457,1990,11.652438280248674,9.800747198007471,12.874757281553398,8.551915112620856,17248,5841,14474,5482,830,715,36862,14537,1518,1451,72,589,531,74,403,356
147846519,1063-1119,society & animals,877,1003,1003,1993,6.058448473783936,5.24113475177305,4.233751425313569,6.41464363523187,14489,10028,10363,6299,2234,1519,17261,10955,1749,1672,330,251,166,288,228,144
192289867,0021-9509,journal of cardiovascular surgery,7239,1789,1789,1938,7.016698550294762,6.161075853732245,4.8405857162591515,2.9066792047371117,9798,61750,8377,49880,993,3717,35072,154041,1767,3451,75,187,146,127,1022,680
21476359,1598-2092,journal of power electronics,2090,4845,4845,2001,7.033694277854665,4.026160889470242,7.958373205741627,5.039561406154187,36232,13518,22841,9595,699,561,39568,20499,2362,1772,1355,868,305,1068,684,152
81166593,1616-3443,zeitschrift fur klinische psychologie und psychotherapie,1020,1250,1250,1971,9.67321676849758,6.829867674858223,7.730392156862745,6.195355641169038,15920,8577,12654,7066,1363,1089,27365,16781,1746,973,241,377,291,292,334,254
126990314,0168-7670,medisch farmaceutische mededelingen,1190,764,764,2002,9.780701754385964,9.333333333333334,0.15126050420168066,16.0,1794,10,1774,10,101,6,7896,22,842,9,0,0,0,0,1,0
183121400,1471-3802,journal of research in special educational needs,777,1250,1250,2001,6.603498329156224,5.650887573964497,5.184041184041184,4.791456319369852,12989,7473,10657,5956,1686,1035,18759,11639,1648,1517,162,298,279,162,203,200
111151973,1082-4928,electronic journal of theoretical chemistry,60,27,27,1995,9.12701652089407,8.583333333333334,7.266666666666667,4.310416666666667,41,275,40,258,19,118,111,802,18,243,0,1,1,0,19,19
162486132,1083-5601,journal of vinyl & additive technology,2110,3642,3642,1979,7.036687353485633,5.417857142857143,4.810900473933649,5.074324001044408,29768,12809,22736,8655,2430,945,74730,22960,3909,2086,715,756,605,777,568,456
185277176,0971-3514,differential equations and dynamical systems,586,1052,1052,1967,8.396522733387139,7.0602910602910605,7.964163822525597,8.368325791855204,13995,2530,11290,2374,1417,471,16349,3989,2290,1133,80,385,330,92,250,208
2765005283,2047-6965,health systems,208,673,673,2012,10.841622239549068,7.418994413407821,12.58173076923077,10.027154685828156,8447,1312,7528,1177,1697,390,25896,3712,2391,900,50,147,138,52,89,79
25332842,1744-2621,international journal of metadata semantics and ontologies,348,775,775,2006,6.444496454465778,4.958041958041958,7.068965517241379,5.404519841269842,6641,2292,5552,2153,658,414,10626,4754,1296,947,48,184,152,42,156,121
172146955,1358-2267,physiotherapy research international,880,2334,2334,1996,8.602164704617538,5.202211690363349,9.589772727272727,7.879118935160967,21126,14893,17401,13243,2208,2128,52263,40933,2913,2879,198,423,448,192,344,339
2738879721,2412-3196,medieval worlds,137,44,44,2015,4.811320754716981,4.784313725490196,1.7445255474452555,0.0,543,111,526,98,102,38,843,163,166,79,1,11,1,1,2,1
2764789169,2288-5404,asia pacific journal of information systems,459,80,80,1993,7.372916666666668,4.510204081632653,3.8257080610021785,3.0818965517241383,1475,1567,1328,1354,326,309,2335,2947,556,545,4,5,2,5,27,1
194824457,1554-964X,geneva risk and insurance review,324,428,428,1976,9.421379310344827,9.397810218978103,8.36111111111111,7.658024691358024,7641,4471,5070,3582,569,653,5726,4671,885,1105,122,192,162,115,143,133
86117285,0167-238X,directieve therapie,662,537,537,1977,6.864616676546138,6.236641221374046,4.681268882175226,4.323822975517891,8405,820,6176,558,664,107,11515,996,875,91,179,195,10,177,115,4
81521204,0022-250X,journal of mathematical sociology,694,793,793,1971,7.656070805285464,7.358695652173913,6.262247838616715,6.802539682539682,16317,27136,10769,22007,1331,3421,12481,35505,1243,3366,355,384,253,299,378,244
